
0.001,100,0.7510472916092279,0.50261300661573494,0.44138985935805231
0.005,100,0.53847556825269582,0.31206182203817606,0.56402335162282002
0.01,100,0.070908848911608244,0.44303249200599859,0.45617693786238073
0.05,100,0.00048726027728420015,0.74882841165616953,0.13723780419552248
0.1,100,2.0207074056531488e-05,0.8417142870967198,0.044251586841418902
0.5,100,8.2840756824206304e-16,0.87640894959083759,0.0095569235414379554
1.0,100,8.2845123166649377e-16,0.87640922352486494,0.0095566496074049479
5.0,100,-5.5559448726234438e+72,5.6199770528231521e+87,5.6199770528231548e+87
10.0,100,-2.0802191929953227e+105,2.510512737645093e+120,2.5105127376450953e+120
0.7,200,8.238607490610873e-16,0.87640922352488715,0.0095566496073883969
0.001,100,1.5272452782039777e-16,0.081961139340437653,0.059133342817622205
0.005,100,6.4093596815290542e-16,0.31163007725620873,0.2032922924846837
0.01,100,1.0274341152825387e-15,0.46750477063505724,0.26425062760589696
0.05,100,1.2078945438801557e-15,0.76322473291887072,0.12263863446366811
0.1,100,9.6561296230372607e-16,0.84741419985554944,0.038551668475585756
0.5,100,8.2634321326530616e-16,0.8764089617641494,0.0095569113681262322
1.0,100,8.2915390446688924e-16,0.87640922352485828,0.0095566496073880101
5.0,100,1.142349532272352e+73,-1.265536244728655e+88,-1.2655362447286552e+88
10.0,100,9.8211401782810252e+105,-8.9000219513049114e+120,-8.9000219513049103e+120
0.7,200,8.2339198750364512e-16,0.87640922352488715,0.0095566496073883969
0.001,100,1.5272452782039777e-16,0.081961139340437653,0.059133342817622205
0.005,100,6.4093596815290542e-16,0.31163007725620873,0.2032922924846837
0.01,100,1.0274341152825387e-15,0.46750477063505724,0.26425062760589696
0.05,100,1.2078945438801557e-15,0.76322473291887072,0.12263863446366811
0.1,100,9.6561296230372607e-16,0.84741419985554944,0.038551668475585756
0.5,100,8.2634321326530616e-16,0.8764089617641494,0.0095569113681262322
1.0,100,8.2915390446688924e-16,0.87640922352485828,0.0095566496073880101
5.0,100,1.142349532272352e+73,-1.265536244728655e+88,-1.2655362447286552e+88
10.0,100,9.8211401782810252e+105,-8.9000219513049114e+120,-8.9000219513049103e+120
0.7,200,8.2339198750364512e-16,0.87640922352488715,0.0095566496073883969
0.001,100,1.5272452782039777e-16,0.081961139340437653,0.059133342817622205
0.005,100,6.4093596815290542e-16,0.31163007725620873,0.2032922924846837
0.01,100,1.0274341152825387e-15,0.46750477063505724,0.26425062760589696
0.05,100,1.2078945438801557e-15,0.76322473291887072,0.12263863446366811
0.1,100,9.6561296230372607e-16,0.84741419985554944,0.038551668475585756
0.5,100,8.2634321326530616e-16,0.8764089617641494,0.0095569113681262322
1.0,100,8.2915390446688924e-16,0.87640922352485828,0.0095566496073880101
5.0,100,1.142349532272352e+73,-1.265536244728655e+88,-1.2655362447286552e+88
10.0,100,9.8211401782810252e+105,-8.9000219513049114e+120,-8.9000219513049103e+120
0.7,200,8.2339198750364512e-16,0.87640922352488715,0.0095566496073883969
